org_name,Year,Month,Recetpts,Disposals
Ministry of Mines,2017,2,67,44
Ministry of Mines,2017,3,87,100
Ministry of Mines,2017,4,105,49
Ministry of Mines,2017,5,92,112
Ministry of Mines,2017,6,123,156
Ministry of Mines,2017,7,109,279
Ministry of Mines,2017,8,92,90
Ministry of Mines,2017,9,88,71
Ministry of Mines,2017,10,81,85
Ministry of Mines,2017,11,108,94
Ministry of Mines,2017,12,110,70
Ministry of Mines,2018,1,83,66
Ministry of Mines,2018,2,49,75
Ministry of Mines,2018,3,80,73
Ministry of Mines,2018,4,125,116
Ministry of Mines,2018,5,120,183
Ministry of Mines,2018,6,73,60
Ministry of Mines,2018,7,88,60
Ministry of Mines,2018,8,103,78
Ministry of Mines,2018,9,70,60
Ministry of Mines,2018,10,105,117
Ministry of Mines,2018,11,81,136
Ministry of Mines,2018,12,102,121
Ministry of Mines,2019,1,147,116
Ministry of Mines,2019,2,95,70
Ministry of Mines,2019,3,81,91
Ministry of Mines,2019,4,79,53
Ministry of Mines,2019,5,99,131
Ministry of Mines,2019,6,106,63
Ministry of Mines,2019,7,95,81
Ministry of Mines,2019,8,119,128
Ministry of Mines,2019,9,125,114
Ministry of Mines,2019,10,89,68
Ministry of Minority Affairs,2016,1,79,34
Ministry of Minority Affairs,2016,2,86,49
Ministry of Minority Affairs,2016,3,142,36
Ministry of Minority Affairs,2016,4,124,65
Ministry of Minority Affairs,2016,5,138,97
Ministry of Minority Affairs,2016,6,122,66
Ministry of Minority Affairs,2016,7,103,113
Ministry of Minority Affairs,2016,8,140,92
Ministry of Minority Affairs,2016,9,149,49
Ministry of Minority Affairs,2016,10,102,116
Ministry of Minority Affairs,2016,11,89,375
Ministry of Minority Affairs,2016,12,76,8
Ministry of Minority Affairs,2017,1,85,94
Ministry of Minority Affairs,2017,2,109,131
Ministry of Minority Affairs,2017,3,143,82
Ministry of Minority Affairs,2017,4,159,84
Ministry of Minority Affairs,2017,5,170,195
Ministry of Minority Affairs,2017,6,259,393
Ministry of Minority Affairs,2017,7,263,272
Ministry of Minority Affairs,2017,8,301,305
Ministry of Minority Affairs,2017,9,202,213
Ministry of Minority Affairs,2017,10,259,241
Ministry of Minority Affairs,2017,11,181,139
Ministry of Minority Affairs,2017,12,150,139
Ministry of Minority Affairs,2018,1,139,105
Ministry of Minority Affairs,2018,2,203,149
Ministry of Minority Affairs,2018,3,164,118
Ministry of Minority Affairs,2018,4,190,173
Ministry of Minority Affairs,2018,5,260,380
Ministry of Minority Affairs,2018,6,159,204
Ministry of Minority Affairs,2018,7,153,254
Ministry of Minority Affairs,2018,8,187,141
Ministry of Minority Affairs,2018,9,122,129
Ministry of Minority Affairs,2018,10,145,114
Ministry of Minority Affairs,2018,11,105,129
Ministry of Minority Affairs,2018,12,105,64
Ministry of Minority Affairs,2019,1,209,117
Ministry of Minority Affairs,2019,2,257,153
Ministry of Minority Affairs,2019,3,227,59
Ministry of Minority Affairs,2019,4,137,5
Ministry of Minority Affairs,2019,5,96,13
Ministry of Minority Affairs,2019,6,150,10
Ministry of Minority Affairs,2019,7,159,5
Ministry of Minority Affairs,2019,8,123,152
Ministry of Minority Affairs,2019,9,113,171
Ministry of Minority Affairs,2019,10,159,835
Ministry of New and Renewable Energy,2016,1,101,31
Ministry of New and Renewable Energy,2016,2,92,70
Ministry of New and Renewable Energy,2016,3,111,37
Ministry of New and Renewable Energy,2016,4,112,69
Ministry of New and Renewable Energy,2016,5,102,85
Ministry of New and Renewable Energy,2016,6,135,117
Ministry of New and Renewable Energy,2016,7,96,59
Ministry of New and Renewable Energy,2016,8,144,35
Ministry of New and Renewable Energy,2016,9,99,138
Ministry of New and Renewable Energy,2016,10,81,76
Ministry of New and Renewable Energy,2016,11,71,97
Ministry of New and Renewable Energy,2016,12,107,162
Ministry of New and Renewable Energy,2017,1,77,146
Ministry of New and Renewable Energy,2017,2,79,64
Ministry of New and Renewable Energy,2017,3,111,53
Ministry of New and Renewable Energy,2017,4,67,40
Ministry of New and Renewable Energy,2017,5,97,171
Ministry of New and Renewable Energy,2017,6,118,203
Ministry of New and Renewable Energy,2017,7,101,197
Ministry of New and Renewable Energy,2017,8,75,88
Ministry of New and Renewable Energy,2017,9,59,50
Ministry of New and Renewable Energy,2017,10,62,57
Ministry of New and Renewable Energy,2017,11,64,59
Ministry of New and Renewable Energy,2017,12,50,80
Ministry of New and Renewable Energy,2018,1,52,51
Ministry of New and Renewable Energy,2018,2,45,47
Ministry of New and Renewable Energy,2018,3,66,47
Ministry of New and Renewable Energy,2018,4,76,71
Ministry of New and Renewable Energy,2018,5,137,143
Ministry of New and Renewable Energy,2018,6,48,60
Ministry of New and Renewable Energy,2018,7,81,68
Ministry of New and Renewable Energy,2018,8,87,88
Ministry of New and Renewable Energy,2018,9,60,71
Ministry of New and Renewable Energy,2018,10,87,79
Ministry of New and Renewable Energy,2018,11,49,49
Ministry of New and Renewable Energy,2018,12,79,88
Ministry of New and Renewable Energy,2019,1,72,83
Ministry of New and Renewable Energy,2019,2,76,63
Ministry of New and Renewable Energy,2019,3,63,55
Ministry of New and Renewable Energy,2019,4,48,65
Ministry of New and Renewable Energy,2019,5,42,42
Ministry of New and Renewable Energy,2019,6,96,85
Ministry of New and Renewable Energy,2019,7,81,84
Ministry of New and Renewable Energy,2019,8,75,82
Ministry of New and Renewable Energy,2019,9,85,69
Ministry of New and Renewable Energy,2019,10,97,106
Ministry of Panchayati Raj,2016,1,61,38
Ministry of Panchayati Raj,2016,2,96,92
Ministry of Panchayati Raj,2016,3,84,86
Ministry of Panchayati Raj,2016,4,72,73
Ministry of Panchayati Raj,2016,5,85,83
Ministry of Panchayati Raj,2016,6,107,76
Ministry of Panchayati Raj,2016,7,69,115
Ministry of Panchayati Raj,2016,8,88,68
Ministry of Panchayati Raj,2016,9,101,109
Ministry of Panchayati Raj,2016,10,116,106
Ministry of Panchayati Raj,2016,11,93,66
Ministry of Panchayati Raj,2016,12,109,128
Ministry of Panchayati Raj,2017,1,96,53
Ministry of Panchayati Raj,2017,2,89,151
Ministry of Panchayati Raj,2017,3,120,118
Ministry of Panchayati Raj,2017,4,143,118
Ministry of Panchayati Raj,2017,5,150,167
Ministry of Panchayati Raj,2017,6,119,115
Ministry of Panchayati Raj,2017,7,160,156
Ministry of Panchayati Raj,2017,8,171,184
Ministry of Panchayati Raj,2017,9,155,153
Ministry of Panchayati Raj,2017,10,187,177
Ministry of Panchayati Raj,2017,11,147,157
Ministry of Panchayati Raj,2017,12,152,153
Ministry of Panchayati Raj,2018,1,74,79
Ministry of Panchayati Raj,2018,2,84,75
Ministry of Panchayati Raj,2018,3,96,108
Ministry of Panchayati Raj,2018,4,105,100
Ministry of Panchayati Raj,2018,5,151,157
Ministry of Panchayati Raj,2018,6,97,96
Ministry of Panchayati Raj,2018,7,108,116
Ministry of Panchayati Raj,2018,8,122,126
Ministry of Panchayati Raj,2018,9,120,121
Ministry of Panchayati Raj,2018,10,146,144
Ministry of Panchayati Raj,2018,11,91,93
Ministry of Panchayati Raj,2018,12,126,118
Ministry of Panchayati Raj,2019,1,167,163
Ministry of Panchayati Raj,2019,2,158,147
Ministry of Panchayati Raj,2019,3,159,161
Ministry of Panchayati Raj,2019,4,85,85
Ministry of Panchayati Raj,2019,5,118,105
Ministry of Panchayati Raj,2019,6,174,178
Ministry of Panchayati Raj,2019,7,230,222
Ministry of Panchayati Raj,2019,8,237,229
Ministry of Panchayati Raj,2019,9,196,207
Ministry of Panchayati Raj,2019,10,144,123
Ministry of Parliamentary Affairs,2016,1,43,3
Ministry of Parliamentary Affairs,2016,2,60,93
Ministry of Parliamentary Affairs,2016,3,80,84
Ministry of Parliamentary Affairs,2016,4,44,41
Ministry of Parliamentary Affairs,2016,5,57,46
Ministry of Parliamentary Affairs,2016,6,44,45
Ministry of Parliamentary Affairs,2016,7,67,61
Ministry of Parliamentary Affairs,2016,8,95,103
Ministry of Parliamentary Affairs,2016,9,59,65
Ministry of Parliamentary Affairs,2016,10,55,60
Ministry of Parliamentary Affairs,2016,11,64,46
Ministry of Parliamentary Affairs,2016,12,126,110
Ministry of Parliamentary Affairs,2017,1,54,60
Ministry of Parliamentary Affairs,2017,2,56,47
Ministry of Parliamentary Affairs,2017,3,81,80
Ministry of Parliamentary Affairs,2017,4,73,42
Ministry of Parliamentary Affairs,2017,5,66,98
Ministry of Parliamentary Affairs,2017,6,56,50
Ministry of Parliamentary Affairs,2017,7,70,83
Ministry of Parliamentary Affairs,2017,8,105,83
Ministry of Parliamentary Affairs,2017,9,45,54
Ministry of Parliamentary Affairs,2017,10,50,48
Ministry of Parliamentary Affairs,2017,11,58,58
Ministry of Parliamentary Affairs,2017,12,84,82
Ministry of Parliamentary Affairs,2018,1,42,49
Ministry of Parliamentary Affairs,2018,2,49,84
Ministry of Parliamentary Affairs,2018,3,66,47
Ministry of Parliamentary Affairs,2018,4,115,95
Ministry of Parliamentary Affairs,2018,5,111,117
Ministry of Parliamentary Affairs,2018,6,32,6
Ministry of Parliamentary Affairs,2018,7,56,75
Ministry of Parliamentary Affairs,2018,8,56,70
Ministry of Parliamentary Affairs,2018,9,48,45
Ministry of Parliamentary Affairs,2018,10,76,98
Ministry of Parliamentary Affairs,2018,11,77,82
Ministry of Parliamentary Affairs,2018,12,89,90
Ministry of Parliamentary Affairs,2019,1,67,69
Ministry of Parliamentary Affairs,2019,2,71,67
Ministry of Parliamentary Affairs,2019,3,77,42
Ministry of Parliamentary Affairs,2019,4,46,80
Ministry of Parliamentary Affairs,2019,5,37,41
Ministry of Parliamentary Affairs,2019,6,76,74
Ministry of Parliamentary Affairs,2019,7,77,90
Ministry of Parliamentary Affairs,2019,8,66,65
Ministry of Parliamentary Affairs,2019,9,68,65
Ministry of Parliamentary Affairs,2019,10,45,49
Ministry of Petroleum and Natural Gas,2016,1,1027,225
Ministry of Petroleum and Natural Gas,2016,2,1109,987
Ministry of Petroleum and Natural Gas,2016,3,889,1391
Ministry of Petroleum and Natural Gas,2016,4,842,717
Ministry of Petroleum and Natural Gas,2016,5,933,1067
Ministry of Petroleum and Natural Gas,2016,6,1144,1023
Ministry of Petroleum and Natural Gas,2016,7,1124,924
Ministry of Petroleum and Natural Gas,2016,8,1242,1331
Ministry of Petroleum and Natural Gas,2016,9,1206,1221
Ministry of Petroleum and Natural Gas,2016,10,1126,860
Ministry of Petroleum and Natural Gas,2016,11,1320,1254
Ministry of Petroleum and Natural Gas,2016,12,1806,1509
Ministry of Petroleum and Natural Gas,2017,1,1675,1491
Ministry of Petroleum and Natural Gas,2017,2,1269,1841
Ministry of Petroleum and Natural Gas,2017,3,1583,1413
Ministry of Petroleum and Natural Gas,2017,4,1401,1108
Ministry of Petroleum and Natural Gas,2017,5,1528,1907
Ministry of Petroleum and Natural Gas,2017,6,1187,1083
Ministry of Petroleum and Natural Gas,2017,7,1193,1413
Ministry of Petroleum and Natural Gas,2017,8,1207,1022
Ministry of Petroleum and Natural Gas,2017,9,1296,1618
Ministry of Petroleum and Natural Gas,2017,10,1156,1012
Ministry of Petroleum and Natural Gas,2017,11,1276,1404
Ministry of Petroleum and Natural Gas,2017,12,1313,1057
Ministry of Petroleum and Natural Gas,2018,1,1058,1403
Ministry of Petroleum and Natural Gas,2018,2,1024,1008
Ministry of Petroleum and Natural Gas,2018,3,1161,1068
Ministry of Petroleum and Natural Gas,2018,4,1175,1004
Ministry of Petroleum and Natural Gas,2018,5,1517,1679
Ministry of Petroleum and Natural Gas,2018,6,1133,1174
Ministry of Petroleum and Natural Gas,2018,7,1493,1435
Ministry of Petroleum and Natural Gas,2018,8,1517,1546
Ministry of Petroleum and Natural Gas,2018,9,2150,1736
Ministry of Petroleum and Natural Gas,2018,10,2231,2285
Ministry of Petroleum and Natural Gas,2018,11,1812,1850
Ministry of Petroleum and Natural Gas,2018,12,1825,2062
Ministry of Petroleum and Natural Gas,2019,1,1837,1769
Ministry of Petroleum and Natural Gas,2019,2,2098,1637
Ministry of Petroleum and Natural Gas,2019,3,2119,2135
Ministry of Petroleum and Natural Gas,2019,4,1506,2108
Ministry of Petroleum and Natural Gas,2019,5,1479,1578
Ministry of Petroleum and Natural Gas,2019,6,1754,1472
Ministry of Petroleum and Natural Gas,2019,7,2052,1833
Ministry of Petroleum and Natural Gas,2019,8,2024,1738
Ministry of Petroleum and Natural Gas,2019,9,1834,2457
Ministry of Petroleum and Natural Gas,2019,10,1375,1558
Ministry of Petroleum and Natural Gas,2019,11,41,103
Ministry of Power,2016,1,193,51
Ministry of Power,2016,2,241,25
Ministry of Power,2016,3,308,201
Ministry of Power,2016,4,304,330
Ministry of Power,2016,5,352,411
Ministry of Power,2016,6,387,288
Ministry of Power,2016,7,307,304
Ministry of Power,2016,8,358,483
Ministry of Power,2016,9,318,391
Ministry of Power,2016,10,244,261
Ministry of Power,2016,11,216,214
Ministry of Power,2016,12,285,128
Ministry of Power,2017,1,236,122
Ministry of Power,2017,2,282,488
Ministry of Power,2017,3,360,307
Ministry of Power,2017,4,370,427
Ministry of Power,2017,5,401,364
Ministry of Power,2017,6,445,469
Ministry of Power,2017,7,433,498
Ministry of Power,2017,8,447,418
Ministry of Power,2017,9,349,383
Ministry of Power,2017,10,372,328
Ministry of Power,2017,11,374,406
Ministry of Power,2017,12,391,333
Ministry of Power,2018,1,271,339
Ministry of Power,2018,2,202,202
Ministry of Power,2018,3,284,306
Ministry of Power,2018,4,420,293
Ministry of Power,2018,5,476,372
Ministry of Power,2018,6,355,289
Ministry of Power,2018,7,465,607
Ministry of Power,2018,8,422,396
Ministry of Power,2018,9,351,387
Ministry of Power,2018,10,355,380
Ministry of Power,2018,11,329,361
Ministry of Power,2018,12,321,353
Ministry of Power,2019,1,356,374
Ministry of Power,2019,2,278,305
Ministry of Power,2019,3,251,257
Ministry of Power,2019,4,230,281
Ministry of Power,2019,5,269,297
Ministry of Power,2019,6,471,364
Ministry of Power,2019,7,464,453
Ministry of Power,2019,8,355,388
Ministry of Power,2019,9,332,306
Ministry of Power,2019,10,318,291
Ministry of Power,2019,11,4,14
Ministry of Railways ( Railway Board),2016,1,3898,1268
Ministry of Railways ( Railway Board),2016,2,4306,2973
Ministry of Railways ( Railway Board),2016,3,8101,3986
Ministry of Railways ( Railway Board),2016,4,4283,3946
Ministry of Railways ( Railway Board),2016,5,4504,7385
Ministry of Railways ( Railway Board),2016,6,4731,3114
Ministry of Railways ( Railway Board),2016,7,4413,3873
Ministry of Railways ( Railway Board),2016,8,4866,4718
Ministry of Railways ( Railway Board),2016,9,4679,4759
Ministry of Railways ( Railway Board),2016,10,4020,2722
Ministry of Railways ( Railway Board),2016,11,3849,2675
Ministry of Railways ( Railway Board),2016,12,5170,3553
Ministry of Railways ( Railway Board),2017,1,4270,4701
Ministry of Railways ( Railway Board),2017,2,4161,7448
Ministry of Railways ( Railway Board),2017,3,4744,6413
Ministry of Railways ( Railway Board),2017,4,5488,5224
Ministry of Railways ( Railway Board),2017,5,5730,5776
Ministry of Railways ( Railway Board),2017,6,4674,5269
Ministry of Railways ( Railway Board),2017,7,4495,4494
Ministry of Railways ( Railway Board),2017,8,4812,4664
Ministry of Railways ( Railway Board),2017,9,4793,4710
Ministry of Railways ( Railway Board),2017,10,5102,4973
Ministry of Railways ( Railway Board),2017,11,4786,5147
Ministry of Railways ( Railway Board),2017,12,4793,4936
Ministry of Railways ( Railway Board),2018,1,3784,4615
Ministry of Railways ( Railway Board),2018,2,3817,4330
Ministry of Railways ( Railway Board),2018,3,4004,4028
Ministry of Railways ( Railway Board),2018,4,4322,4518
Ministry of Railways ( Railway Board),2018,5,5288,5328
Ministry of Railways ( Railway Board),2018,6,4406,4254
Ministry of Railways ( Railway Board),2018,7,4744,5418
Ministry of Railways ( Railway Board),2018,8,4542,4803
Ministry of Railways ( Railway Board),2018,9,3979,4158
Ministry of Railways ( Railway Board),2018,10,4557,4691
Ministry of Railways ( Railway Board),2018,11,3767,3478
Ministry of Railways ( Railway Board),2018,12,3723,3684
Ministry of Railways ( Railway Board),2019,1,4673,4566
Ministry of Railways ( Railway Board),2019,2,4552,4059
Ministry of Railways ( Railway Board),2019,3,4854,4419
Ministry of Railways ( Railway Board),2019,4,4288,4423
Ministry of Railways ( Railway Board),2019,5,3764,4810
Ministry of Railways ( Railway Board),2019,6,5305,4202
Ministry of Railways ( Railway Board),2019,7,5896,5593
Ministry of Railways ( Railway Board),2019,8,4661,4557
Ministry of Railways ( Railway Board),2019,9,5012,5192
Ministry of Railways ( Railway Board),2019,10,4506,4431
Ministry of Railways ( Railway Board),2019,11,164,192
Ministry of Road Transport and Highways,2016,1,622,80
Ministry of Road Transport and Highways,2016,2,716,712
Ministry of Road Transport and Highways,2016,3,682,683
Ministry of Road Transport and Highways,2016,4,661,524
Ministry of Road Transport and Highways,2016,5,682,689
Ministry of Road Transport and Highways,2016,6,952,579
Ministry of Road Transport and Highways,2016,7,1528,1297
Ministry of Road Transport and Highways,2016,8,1190,1115
Ministry of Road Transport and Highways,2016,9,874,953
Ministry of Road Transport and Highways,2016,10,745,811
Ministry of Road Transport and Highways,2016,11,925,697
Ministry of Road Transport and Highways,2016,12,1199,1201
Ministry of Road Transport and Highways,2017,1,797,856
Ministry of Road Transport and Highways,2017,2,683,701
Ministry of Road Transport and Highways,2017,3,937,1065
Ministry of Road Transport and Highways,2017,4,872,709
Ministry of Road Transport and Highways,2017,5,903,1093
Ministry of Road Transport and Highways,2017,6,720,763
Ministry of Road Transport and Highways,2017,7,769,456
Ministry of Road Transport and Highways,2017,8,936,733
Ministry of Road Transport and Highways,2017,9,830,510
Ministry of Road Transport and Highways,2017,10,808,645
Ministry of Road Transport and Highways,2017,11,842,752
Ministry of Road Transport and Highways,2017,12,862,1099
Ministry of Road Transport and Highways,2018,1,700,1112
Ministry of Road Transport and Highways,2018,2,645,516
Ministry of Road Transport and Highways,2018,3,829,702
Ministry of Road Transport and Highways,2018,4,777,624
Ministry of Road Transport and Highways,2018,5,964,984
Ministry of Road Transport and Highways,2018,6,789,778
Ministry of Road Transport and Highways,2018,7,1120,739
Ministry of Road Transport and Highways,2018,8,1116,1388
Ministry of Road Transport and Highways,2018,9,956,1176
Ministry of Road Transport and Highways,2018,10,859,1478
Ministry of Road Transport and Highways,2018,11,784,725
Ministry of Road Transport and Highways,2018,12,884,790
Ministry of Road Transport and Highways,2019,1,959,784
Ministry of Road Transport and Highways,2019,2,803,987
Ministry of Road Transport and Highways,2019,3,741,858
Ministry of Road Transport and Highways,2019,4,734,1018
Ministry of Road Transport and Highways,2019,5,768,873
Ministry of Road Transport and Highways,2019,6,1357,908
Ministry of Road Transport and Highways,2019,7,1347,1297
Ministry of Road Transport and Highways,2019,8,1093,1087
Ministry of Road Transport and Highways,2019,9,2011,1412
Ministry of Road Transport and Highways,2019,10,1462,1396
Ministry of Road Transport and Highways,2019,11,44,3
Ministry of Shipping,2016,1,83,27
Ministry of Shipping,2016,2,104,88
Ministry of Shipping,2016,3,118,99
Ministry of Shipping,2016,4,155,115
Ministry of Shipping,2016,5,127,191
Ministry of Shipping,2016,6,139,112
Ministry of Shipping,2016,7,125,147
Ministry of Shipping,2016,8,177,168
Ministry of Shipping,2016,9,188,130
Ministry of Shipping,2016,10,124,162
Ministry of Shipping,2016,11,143,128
Ministry of Shipping,2016,12,132,167
Ministry of Shipping,2017,1,114,100
Ministry of Shipping,2017,2,118,71
Ministry of Shipping,2017,3,171,151
Ministry of Shipping,2017,4,187,184
Ministry of Shipping,2017,5,183,117
Ministry of Shipping,2017,6,161,187
Ministry of Shipping,2017,7,144,128
Ministry of Shipping,2017,8,150,136
Ministry of Shipping,2017,9,190,170
Ministry of Shipping,2017,10,138,233
Ministry of Shipping,2017,11,171,138
Ministry of Shipping,2017,12,173,127
Ministry of Shipping,2018,1,108,168
Ministry of Shipping,2018,2,124,126
Ministry of Shipping,2018,3,113,128
Ministry of Shipping,2018,4,127,115
Ministry of Shipping,2018,5,315,318
Ministry of Shipping,2018,6,129,143
Ministry of Shipping,2018,7,223,234
Ministry of Shipping,2018,8,202,162
Ministry of Shipping,2018,9,169,143
Ministry of Shipping,2018,10,136,214
Ministry of Shipping,2018,11,134,137
Ministry of Shipping,2018,12,100,46
Ministry of Shipping,2019,1,127,105
Ministry of Shipping,2019,2,111,109
Ministry of Shipping,2019,3,129,50
Ministry of Shipping,2019,4,110,94
Ministry of Shipping,2019,5,82,71
Ministry of Shipping,2019,6,119,91
Ministry of Shipping,2019,7,133,170
Ministry of Shipping,2019,8,92,68
Ministry of Shipping,2019,9,122,153
Ministry of Shipping,2019,10,125,68
Ministry of Shipping,2019,11,3,5
Ministry of Skill Development and Entrepreneurship,2016,1,154,49
Ministry of Skill Development and Entrepreneurship,2016,2,178,226
Ministry of Skill Development and Entrepreneurship,2016,3,184,158
Ministry of Skill Development and Entrepreneurship,2016,4,175,162
Ministry of Skill Development and Entrepreneurship,2016,5,175,203
Ministry of Skill Development and Entrepreneurship,2016,6,252,196
Ministry of Skill Development and Entrepreneurship,2016,7,193,152
Ministry of Skill Development and Entrepreneurship,2016,8,187,191
Ministry of Skill Development and Entrepreneurship,2016,9,252,150
Ministry of Skill Development and Entrepreneurship,2016,10,201,340
Ministry of Skill Development and Entrepreneurship,2016,11,161,126
Ministry of Skill Development and Entrepreneurship,2016,12,156,106
Ministry of Skill Development and Entrepreneurship,2017,1,122,151
Ministry of Skill Development and Entrepreneurship,2017,2,118,92
Ministry of Skill Development and Entrepreneurship,2017,3,182,120
Ministry of Skill Development and Entrepreneurship,2017,4,110,135
Ministry of Skill Development and Entrepreneurship,2017,5,253,259
Ministry of Skill Development and Entrepreneurship,2017,6,450,175
Ministry of Skill Development and Entrepreneurship,2017,7,302,444
Ministry of Skill Development and Entrepreneurship,2017,8,259,418
Ministry of Skill Development and Entrepreneurship,2017,9,362,236
Ministry of Skill Development and Entrepreneurship,2017,10,248,295
Ministry of Skill Development and Entrepreneurship,2017,11,269,259
Ministry of Skill Development and Entrepreneurship,2017,12,226,284
Ministry of Skill Development and Entrepreneurship,2018,1,180,279
Ministry of Skill Development and Entrepreneurship,2018,2,164,200
Ministry of Skill Development and Entrepreneurship,2018,3,179,148
Ministry of Skill Development and Entrepreneurship,2018,4,187,223
Ministry of Skill Development and Entrepreneurship,2018,5,297,287
Ministry of Skill Development and Entrepreneurship,2018,6,187,184
Ministry of Skill Development and Entrepreneurship,2018,7,243,203
Ministry of Skill Development and Entrepreneurship,2018,8,212,181
Ministry of Skill Development and Entrepreneurship,2018,9,206,196
Ministry of Skill Development and Entrepreneurship,2018,10,183,267
Ministry of Skill Development and Entrepreneurship,2018,11,133,130
Ministry of Skill Development and Entrepreneurship,2018,12,253,219
Ministry of Skill Development and Entrepreneurship,2019,1,209,250
Ministry of Skill Development and Entrepreneurship,2019,2,167,136
Ministry of Skill Development and Entrepreneurship,2019,3,168,173
Ministry of Skill Development and Entrepreneurship,2019,4,153,140
Ministry of Skill Development and Entrepreneurship,2019,5,119,127
Ministry of Skill Development and Entrepreneurship,2019,6,172,140
Ministry of Skill Development and Entrepreneurship,2019,7,272,200
Ministry of Skill Development and Entrepreneurship,2019,8,205,204
Ministry of Skill Development and Entrepreneurship,2019,9,220,205
Ministry of Skill Development and Entrepreneurship,2019,10,187,242
Ministry of Skill Development and Entrepreneurship,2019,11,3,2
Ministry of Statistics and Programme Implementation,2016,1,18,8
Ministry of Statistics and Programme Implementation,2016,2,37,21
Ministry of Statistics and Programme Implementation,2016,3,26,16
Ministry of Statistics and Programme Implementation,2016,4,18,27
Ministry of Statistics and Programme Implementation,2016,5,35,31
Ministry of Statistics and Programme Implementation,2016,6,38,55
Ministry of Statistics and Programme Implementation,2016,7,23,14
Ministry of Statistics and Programme Implementation,2016,8,31,39
Ministry of Statistics and Programme Implementation,2016,9,36,28
Ministry of Statistics and Programme Implementation,2016,10,41,15
Ministry of Statistics and Programme Implementation,2016,11,49,54
Ministry of Statistics and Programme Implementation,2016,12,36,40
Ministry of Statistics and Programme Implementation,2017,1,32,41
Ministry of Statistics and Programme Implementation,2017,2,113,103
Ministry of Statistics and Programme Implementation,2017,3,44,35
Ministry of Statistics and Programme Implementation,2017,4,26,33
Ministry of Statistics and Programme Implementation,2017,5,34,39
Ministry of Statistics and Programme Implementation,2017,6,24,33
Ministry of Statistics and Programme Implementation,2017,7,50,41
Ministry of Statistics and Programme Implementation,2017,8,42,46
Ministry of Statistics and Programme Implementation,2017,9,34,26
Ministry of Statistics and Programme Implementation,2017,10,31,36
Ministry of Statistics and Programme Implementation,2017,11,50,44
Ministry of Statistics and Programme Implementation,2017,12,37,43
Ministry of Statistics and Programme Implementation,2018,1,34,24
Ministry of Statistics and Programme Implementation,2018,2,51,40
Ministry of Statistics and Programme Implementation,2018,3,47,63
Ministry of Statistics and Programme Implementation,2018,4,69,62
Ministry of Statistics and Programme Implementation,2018,5,76,91
Ministry of Statistics and Programme Implementation,2018,6,31,41
Ministry of Statistics and Programme Implementation,2018,7,29,24
Ministry of Statistics and Programme Implementation,2018,8,24,27
Ministry of Statistics and Programme Implementation,2018,9,22,37
Ministry of Statistics and Programme Implementation,2018,10,30,19
Ministry of Statistics and Programme Implementation,2018,11,33,34
Ministry of Statistics and Programme Implementation,2018,12,57,52
Ministry of Statistics and Programme Implementation,2019,1,59,57
Ministry of Statistics and Programme Implementation,2019,2,43,61
Ministry of Statistics and Programme Implementation,2019,3,60,44
Ministry of Statistics and Programme Implementation,2019,4,28,14
Ministry of Statistics and Programme Implementation,2019,5,77,57
Ministry of Statistics and Programme Implementation,2019,6,49,61
Ministry of Statistics and Programme Implementation,2019,7,42,63
Ministry of Statistics and Programme Implementation,2019,8,24,20
Ministry of Statistics and Programme Implementation,2019,9,45,55
Ministry of Statistics and Programme Implementation,2019,10,26,17
Ministry of Steel,2016,1,89,37
Ministry of Steel,2016,2,154,109
Ministry of Steel,2016,3,129,116
Ministry of Steel,2016,4,88,122
Ministry of Steel,2016,5,118,139
Ministry of Steel,2016,6,236,109
Ministry of Steel,2016,7,267,274
Ministry of Steel,2016,8,190,219
Ministry of Steel,2016,9,142,180
Ministry of Steel,2016,10,213,114
Ministry of Steel,2016,11,188,282
Ministry of Steel,2016,12,171,165
Ministry of Steel,2017,1,124,163
Ministry of Steel,2017,2,90,93
Ministry of Steel,2017,3,118,115
Ministry of Steel,2017,4,125,111
Ministry of Steel,2017,5,172,165
Ministry of Steel,2017,6,134,139
Ministry of Steel,2017,7,147,166
Ministry of Steel,2017,8,180,148
Ministry of Steel,2017,9,113,141
Ministry of Steel,2017,10,86,83
Ministry of Steel,2017,11,95,111
Ministry of Steel,2017,12,182,142
Ministry of Steel,2018,1,95,129
Ministry of Steel,2018,2,90,104
Ministry of Steel,2018,3,90,82
Ministry of Steel,2018,4,96,86
Ministry of Steel,2018,5,157,181
Ministry of Steel,2018,6,83,102
Ministry of Steel,2018,7,108,85
Ministry of Steel,2018,8,85,85
Ministry of Steel,2018,9,259,88
Ministry of Steel,2018,10,185,362
Ministry of Steel,2018,11,94,95
Ministry of Steel,2018,12,104,106
Ministry of Steel,2019,1,96,108
Ministry of Steel,2019,2,122,64
Ministry of Steel,2019,3,110,167
Ministry of Steel,2019,4,69,72
Ministry of Steel,2019,5,46,56
Ministry of Steel,2019,6,110,79
Ministry of Steel,2019,7,133,144
Ministry of Steel,2019,8,129,131
Ministry of Steel,2019,9,132,131
Ministry of Steel,2019,10,99,98
Ministry of Steel,2019,11,1,5
Ministry of Textiles,2016,1,103,52
Ministry of Textiles,2016,2,111,91
Ministry of Textiles,2016,3,114,88
Ministry of Textiles,2016,4,98,123
Ministry of Textiles,2016,5,95,94
Ministry of Textiles,2016,6,117,94
Ministry of Textiles,2016,7,134,164
